"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Luxembourg (LU)","Actual Total Load [MW] - Luxembourg (LU)"
"10.09.2018 00:45 - 10.09.2018 01:00","380","380"
"10.09.2018 01:00 - 10.09.2018 01:15","376","370"
"10.09.2018 01:15 - 10.09.2018 01:30","371","360"
"10.09.2018 01:30 - 10.09.2018 01:45","368","355"
"10.09.2018 01:45 - 10.09.2018 02:00","366","343"
"10.09.2018 02:00 - 10.09.2018 02:15","363","339"
"10.09.2018 02:15 - 10.09.2018 02:30","363","337"
"10.09.2018 02:30 - 10.09.2018 02:45","362","329"
"10.09.2018 02:45 - 10.09.2018 03:00","361","325"
"10.09.2018 03:00 - 10.09.2018 03:15","362","324"
"10.09.2018 03:15 - 10.09.2018 03:30","364","321"
"10.09.2018 03:30 - 10.09.2018 03:45","364","323"
"10.09.2018 03:45 - 10.09.2018 04:00","363","321"
"10.09.2018 04:00 - 10.09.2018 04:15","363","321"
"10.09.2018 04:15 - 10.09.2018 04:30","362","322"
"10.09.2018 04:30 - 10.09.2018 04:45","364","336"
"10.09.2018 04:45 - 10.09.2018 05:00","365","353"
"10.09.2018 05:00 - 10.09.2018 05:15","369","370"
"10.09.2018 05:15 - 10.09.2018 05:30","385","391"
"10.09.2018 05:30 - 10.09.2018 05:45","391","407"
"10.09.2018 05:45 - 10.09.2018 06:00","398","414"
"10.09.2018 06:00 - 10.09.2018 06:15","412","429"
"10.09.2018 06:15 - 10.09.2018 06:30","427","444"
"10.09.2018 06:30 - 10.09.2018 06:45","436","450"
"10.09.2018 06:45 - 10.09.2018 07:00","450","465"
"10.09.2018 07:00 - 10.09.2018 07:15","461","483"
"10.09.2018 07:15 - 10.09.2018 07:30","493","489"
"10.09.2018 07:30 - 10.09.2018 07:45","504","494"
"10.09.2018 07:45 - 10.09.2018 08:00","516","508"
"10.09.2018 08:00 - 10.09.2018 08:15","528","519"
"10.09.2018 08:15 - 10.09.2018 08:30","536","533"
"10.09.2018 08:30 - 10.09.2018 08:45","544","538"
"10.09.2018 08:45 - 10.09.2018 09:00","549","543"
"10.09.2018 09:00 - 10.09.2018 09:15","555","544"
"10.09.2018 09:15 - 10.09.2018 09:30","553","551"
"10.09.2018 09:30 - 10.09.2018 09:45","563","553"
"10.09.2018 09:45 - 10.09.2018 10:00","567","553"
"10.09.2018 10:00 - 10.09.2018 10:15","566","559"
"10.09.2018 10:15 - 10.09.2018 10:30","566","562"
"10.09.2018 10:30 - 10.09.2018 10:45","563","569"
"10.09.2018 10:45 - 10.09.2018 11:00","561","566"
"10.09.2018 11:00 - 10.09.2018 11:15","562","567"
"10.09.2018 11:15 - 10.09.2018 11:30","559","565"
"10.09.2018 11:30 - 10.09.2018 11:45","563","568"
"10.09.2018 11:45 - 10.09.2018 12:00","573","569"
"10.09.2018 12:00 - 10.09.2018 12:15","577","576"
"10.09.2018 12:15 - 10.09.2018 12:30","567","567"
"10.09.2018 12:30 - 10.09.2018 12:45","559","559"
"10.09.2018 12:45 - 10.09.2018 13:00","554","546"
"10.09.2018 13:00 - 10.09.2018 13:15","550","537"
"10.09.2018 13:15 - 10.09.2018 13:30","546","542"
"10.09.2018 13:30 - 10.09.2018 13:45","543","534"
"10.09.2018 13:45 - 10.09.2018 14:00","542","524"
"10.09.2018 14:00 - 10.09.2018 14:15","539","518"
"10.09.2018 14:15 - 10.09.2018 14:30","539","518"
"10.09.2018 14:30 - 10.09.2018 14:45","536","519"
"10.09.2018 14:45 - 10.09.2018 15:00","533","514"
"10.09.2018 15:00 - 10.09.2018 15:15","530","519"
"10.09.2018 15:15 - 10.09.2018 15:30","521","520"
"10.09.2018 15:30 - 10.09.2018 15:45","516","519"
"10.09.2018 15:45 - 10.09.2018 16:00","513","522"
"10.09.2018 16:00 - 10.09.2018 16:15","508","517"
"10.09.2018 16:15 - 10.09.2018 16:30","511","518"
"10.09.2018 16:30 - 10.09.2018 16:45","510","521"
"10.09.2018 16:45 - 10.09.2018 17:00","508","518"
"10.09.2018 17:00 - 10.09.2018 17:15","510","518"
"10.09.2018 17:15 - 10.09.2018 17:30","519","516"
"10.09.2018 17:30 - 10.09.2018 17:45","517","525"
"10.09.2018 17:45 - 10.09.2018 18:00","521","528"
"10.09.2018 18:00 - 10.09.2018 18:15","531","538"
"10.09.2018 18:15 - 10.09.2018 18:30","540","539"
"10.09.2018 18:30 - 10.09.2018 18:45","545","545"
"10.09.2018 18:45 - 10.09.2018 19:00","546","549"
"10.09.2018 19:00 - 10.09.2018 19:15","546","558"
"10.09.2018 19:15 - 10.09.2018 19:30","553","555"
"10.09.2018 19:30 - 10.09.2018 19:45","550","554"
"10.09.2018 19:45 - 10.09.2018 20:00","551","554"
"10.09.2018 20:00 - 10.09.2018 20:15","552","557"
"10.09.2018 20:15 - 10.09.2018 20:30","555","555"
"10.09.2018 20:30 - 10.09.2018 20:45","551","560"
"10.09.2018 20:45 - 10.09.2018 21:00","545","548"
"10.09.2018 21:00 - 10.09.2018 21:15","536","532"
"10.09.2018 21:15 - 10.09.2018 21:30","530","520"
"10.09.2018 21:30 - 10.09.2018 21:45","523","507"
"10.09.2018 21:45 - 10.09.2018 22:00","512","499"
"10.09.2018 22:00 - 10.09.2018 22:15","501","490"
"10.09.2018 22:15 - 10.09.2018 22:30","499","497"
"10.09.2018 22:30 - 10.09.2018 22:45","492","488"
"10.09.2018 22:45 - 10.09.2018 23:00","482","476"
"10.09.2018 23:00 - 10.09.2018 23:15","473","467"
"10.09.2018 23:15 - 10.09.2018 23:30","460","455"
"10.09.2018 23:30 - 10.09.2018 23:45","452","447"
"10.09.2018 23:45 - 11.09.2018 00:00","444","439"
"11.09.2018 00:00 - 11.09.2018 00:15","435","431"
"11.09.2018 00:15 - 11.09.2018 00:30","425","421"
"11.09.2018 00:30 - 11.09.2018 00:45","419","419"
"11.09.2018 00:45 - 11.09.2018 01:00","412","409"
"11.09.2018 01:00 - 11.09.2018 01:15","407","405"
"11.09.2018 01:15 - 11.09.2018 01:30","401","401"
"11.09.2018 01:30 - 11.09.2018 01:45","399","405"
"11.09.2018 01:45 - 11.09.2018 02:00","395","404"
"11.09.2018 02:00 - 11.09.2018 02:15","393","399"
"11.09.2018 02:15 - 11.09.2018 02:30","390","401"
"11.09.2018 02:30 - 11.09.2018 02:45","390","402"
"11.09.2018 02:45 - 11.09.2018 03:00","387","400"
"11.09.2018 03:00 - 11.09.2018 03:15","387","400"
"11.09.2018 03:15 - 11.09.2018 03:30","387","400"
"11.09.2018 03:30 - 11.09.2018 03:45","386","401"
"11.09.2018 03:45 - 11.09.2018 04:00","384","400"
"11.09.2018 04:00 - 11.09.2018 04:15","384","397"
"11.09.2018 04:15 - 11.09.2018 04:30","386","394"
"11.09.2018 04:30 - 11.09.2018 04:45","388","397"
"11.09.2018 04:45 - 11.09.2018 05:00","392","403"
"11.09.2018 05:00 - 11.09.2018 05:15","396","404"
"11.09.2018 05:15 - 11.09.2018 05:30","404","416"
"11.09.2018 05:30 - 11.09.2018 05:45","409","416"
"11.09.2018 05:45 - 11.09.2018 06:00","416","418"
"11.09.2018 06:00 - 11.09.2018 06:15","427","430"
"11.09.2018 06:15 - 11.09.2018 06:30","438","440"
"11.09.2018 06:30 - 11.09.2018 06:45","445","448"
"11.09.2018 06:45 - 11.09.2018 07:00","459","454"
"11.09.2018 07:00 - 11.09.2018 07:15","465","468"
"11.09.2018 07:15 - 11.09.2018 07:30","477","477"
"11.09.2018 07:30 - 11.09.2018 07:45","488","488"
"11.09.2018 07:45 - 11.09.2018 08:00","499","495"
"11.09.2018 08:00 - 11.09.2018 08:15","508","503"
"11.09.2018 08:15 - 11.09.2018 08:30","513","516"
"11.09.2018 08:30 - 11.09.2018 08:45","520","517"
"11.09.2018 08:45 - 11.09.2018 09:00","522","517"
"11.09.2018 09:00 - 11.09.2018 09:15","525","525"
"11.09.2018 09:15 - 11.09.2018 09:30","531","529"
"11.09.2018 09:30 - 11.09.2018 09:45","540","536"
"11.09.2018 09:45 - 11.09.2018 10:00","542","535"
"11.09.2018 10:00 - 11.09.2018 10:15","544","535"
"11.09.2018 10:15 - 11.09.2018 10:30","549","538"
"11.09.2018 10:30 - 11.09.2018 10:45","549","534"
"11.09.2018 10:45 - 11.09.2018 11:00","550","530"
"11.09.2018 11:00 - 11.09.2018 11:15","551","536"
"11.09.2018 11:15 - 11.09.2018 11:30","546","526"
"11.09.2018 11:30 - 11.09.2018 11:45","551","527"
"11.09.2018 11:45 - 11.09.2018 12:00","556","529"
"11.09.2018 12:00 - 11.09.2018 12:15","560","532"
"11.09.2018 12:15 - 11.09.2018 12:30","544","526"
"11.09.2018 12:30 - 11.09.2018 12:45","537","521"
"11.09.2018 12:45 - 11.09.2018 13:00","533","519"
"11.09.2018 13:00 - 11.09.2018 13:15","530","519"
"11.09.2018 13:15 - 11.09.2018 13:30","524","522"
"11.09.2018 13:30 - 11.09.2018 13:45","523","517"
"11.09.2018 13:45 - 11.09.2018 14:00","524","508"
"11.09.2018 14:00 - 11.09.2018 14:15","520","511"
"11.09.2018 14:15 - 11.09.2018 14:30","520","513"
"11.09.2018 14:30 - 11.09.2018 14:45","519","517"
"11.09.2018 14:45 - 11.09.2018 15:00","515","522"
"11.09.2018 15:00 - 11.09.2018 15:15","509","523"
"11.09.2018 15:15 - 11.09.2018 15:30","506","523"
"11.09.2018 15:30 - 11.09.2018 15:45","504","521"
"11.09.2018 15:45 - 11.09.2018 16:00","501","517"
"11.09.2018 16:00 - 11.09.2018 16:15","496","519"
"11.09.2018 16:15 - 11.09.2018 16:30","500","520"
"11.09.2018 16:30 - 11.09.2018 16:45","501","531"
"11.09.2018 16:45 - 11.09.2018 17:00","501","526"
"11.09.2018 17:00 - 11.09.2018 17:15","501","527"
"11.09.2018 17:15 - 11.09.2018 17:30","510","532"
"11.09.2018 17:30 - 11.09.2018 17:45","515","536"
"11.09.2018 17:45 - 11.09.2018 18:00","519","548"
"11.09.2018 18:00 - 11.09.2018 18:15","525","550"
"11.09.2018 18:15 - 11.09.2018 18:30","532","546"
"11.09.2018 18:30 - 11.09.2018 18:45","536","548"
"11.09.2018 18:45 - 11.09.2018 19:00","539","557"
"11.09.2018 19:00 - 11.09.2018 19:15","542","562"
"11.09.2018 19:15 - 11.09.2018 19:30","544","560"
"11.09.2018 19:30 - 11.09.2018 19:45","543","558"
"11.09.2018 19:45 - 11.09.2018 20:00","540","554"
"11.09.2018 20:00 - 11.09.2018 20:15","540","546"
"11.09.2018 20:15 - 11.09.2018 20:30","533","537"
"11.09.2018 20:30 - 11.09.2018 20:45","537","548"
"11.09.2018 20:45 - 11.09.2018 21:00","537","545"
"11.09.2018 21:00 - 11.09.2018 21:15","529","531"
"11.09.2018 21:15 - 11.09.2018 21:30","515","512"
"11.09.2018 21:30 - 11.09.2018 21:45","507","502"
"11.09.2018 21:45 - 11.09.2018 22:00","500","483"
"11.09.2018 22:00 - 11.09.2018 22:15","492","467"
"11.09.2018 22:15 - 11.09.2018 22:30","488","462"
"11.09.2018 22:30 - 11.09.2018 22:45","485","457"
"11.09.2018 22:45 - 11.09.2018 23:00","474","444"
"11.09.2018 23:00 - 11.09.2018 23:15","462","431"
"11.09.2018 23:15 - 11.09.2018 23:30","451","418"
"11.09.2018 23:30 - 11.09.2018 23:45","443","411"
"11.09.2018 23:45 - 12.09.2018 00:00","436","406"
"12.09.2018 00:00 - 12.09.2018 00:15","426","407"
"12.09.2018 00:15 - 12.09.2018 00:30","416","411"
"12.09.2018 00:30 - 12.09.2018 00:45","409","409"
"12.09.2018 00:45 - 12.09.2018 01:00","403","405"
"12.09.2018 01:00 - 12.09.2018 01:15","398","407"
"12.09.2018 01:15 - 12.09.2018 01:30","407","406"
"12.09.2018 01:30 - 12.09.2018 01:45","404","405"
"12.09.2018 01:45 - 12.09.2018 02:00","401","402"
"12.09.2018 02:00 - 12.09.2018 02:15","398","402"
"12.09.2018 02:15 - 12.09.2018 02:30","389","404"
"12.09.2018 02:30 - 12.09.2018 02:45","388","401"
"12.09.2018 02:45 - 12.09.2018 03:00","387","401"
"12.09.2018 03:00 - 12.09.2018 03:15","386","401"
"12.09.2018 03:15 - 12.09.2018 03:30","395","403"
"12.09.2018 03:30 - 12.09.2018 03:45","394","399"
"12.09.2018 03:45 - 12.09.2018 04:00","393","395"
"12.09.2018 04:00 - 12.09.2018 04:15","393","393"
"12.09.2018 04:15 - 12.09.2018 04:30","396","401"
"12.09.2018 04:30 - 12.09.2018 04:45","399","396"
"12.09.2018 04:45 - 12.09.2018 05:00","402","385"
"12.09.2018 05:00 - 12.09.2018 05:15","405","382"
"12.09.2018 05:15 - 12.09.2018 05:30","415","388"
"12.09.2018 05:30 - 12.09.2018 05:45","422","387"
"12.09.2018 05:45 - 12.09.2018 06:00","429","386"
"12.09.2018 06:00 - 12.09.2018 06:15","445","392"
"12.09.2018 06:15 - 12.09.2018 06:30","453","410"
"12.09.2018 06:30 - 12.09.2018 06:45","456","410"
"12.09.2018 06:45 - 12.09.2018 07:00","474","420"
"12.09.2018 07:00 - 12.09.2018 07:15","486","438"
"12.09.2018 07:15 - 12.09.2018 07:30","496","451"
"12.09.2018 07:30 - 12.09.2018 07:45","505","466"
"12.09.2018 07:45 - 12.09.2018 08:00","517","480"
"12.09.2018 08:00 - 12.09.2018 08:15","524","488"
"12.09.2018 08:15 - 12.09.2018 08:30","532","499"
"12.09.2018 08:30 - 12.09.2018 08:45","539","508"
"12.09.2018 08:45 - 12.09.2018 09:00","544","518"
"12.09.2018 09:00 - 12.09.2018 09:15","546","520"
"12.09.2018 09:15 - 12.09.2018 09:30","555","528"
"12.09.2018 09:30 - 12.09.2018 09:45","560","542"
"12.09.2018 09:45 - 12.09.2018 10:00","560","549"
"12.09.2018 10:00 - 12.09.2018 10:15","563","556"
"12.09.2018 10:15 - 12.09.2018 10:30","570","559"
"12.09.2018 10:30 - 12.09.2018 10:45","569","558"
"12.09.2018 10:45 - 12.09.2018 11:00","564","559"
"12.09.2018 11:00 - 12.09.2018 11:15","566","567"
"12.09.2018 11:15 - 12.09.2018 11:30","570","563"
"12.09.2018 11:30 - 12.09.2018 11:45","576","569"
"12.09.2018 11:45 - 12.09.2018 12:00","582","578"
"12.09.2018 12:00 - 12.09.2018 12:15","583","578"
"12.09.2018 12:15 - 12.09.2018 12:30","571","567"
"12.09.2018 12:30 - 12.09.2018 12:45","562","551"
"12.09.2018 12:45 - 12.09.2018 13:00","556","552"
"12.09.2018 13:00 - 12.09.2018 13:15","556","550"
"12.09.2018 13:15 - 12.09.2018 13:30","557","547"
"12.09.2018 13:30 - 12.09.2018 13:45","556","547"
"12.09.2018 13:45 - 12.09.2018 14:00","553","543"
"12.09.2018 14:00 - 12.09.2018 14:15","547","541"
"12.09.2018 14:15 - 12.09.2018 14:30","546","544"
"12.09.2018 14:30 - 12.09.2018 14:45","546","552"
"12.09.2018 14:45 - 12.09.2018 15:00","542","547"
"12.09.2018 15:00 - 12.09.2018 15:15","537","543"
"12.09.2018 15:15 - 12.09.2018 15:30","537","546"
"12.09.2018 15:30 - 12.09.2018 15:45","536","539"
"12.09.2018 15:45 - 12.09.2018 16:00","535","536"
"12.09.2018 16:00 - 12.09.2018 16:15","533","533"
"12.09.2018 16:15 - 12.09.2018 16:30","533","533"
"12.09.2018 16:30 - 12.09.2018 16:45","535","539"
"12.09.2018 16:45 - 12.09.2018 17:00","535","548"
"12.09.2018 17:00 - 12.09.2018 17:15","536","554"
"12.09.2018 17:15 - 12.09.2018 17:30","537","558"
"12.09.2018 17:30 - 12.09.2018 17:45","544","557"
"12.09.2018 17:45 - 12.09.2018 18:00","550","555"
"12.09.2018 18:00 - 12.09.2018 18:15","558","564"
"12.09.2018 18:15 - 12.09.2018 18:30","558","558"
"12.09.2018 18:30 - 12.09.2018 18:45","561","559"
"12.09.2018 18:45 - 12.09.2018 19:00","564","565"
"12.09.2018 19:00 - 12.09.2018 19:15","567","565"
"12.09.2018 19:15 - 12.09.2018 19:30","565","560"
"12.09.2018 19:30 - 12.09.2018 19:45","566","560"
"12.09.2018 19:45 - 12.09.2018 20:00","566","558"
"12.09.2018 20:00 - 12.09.2018 20:15","566","558"
"12.09.2018 20:15 - 12.09.2018 20:30","563","553"
"12.09.2018 20:30 - 12.09.2018 20:45","561","558"
"12.09.2018 20:45 - 12.09.2018 21:00","552","547"
"12.09.2018 21:00 - 12.09.2018 21:15","544","542"
"12.09.2018 21:15 - 12.09.2018 21:30","536","532"
"12.09.2018 21:30 - 12.09.2018 21:45","526","525"
"12.09.2018 21:45 - 12.09.2018 22:00","517","514"
"12.09.2018 22:00 - 12.09.2018 22:15","506","503"
"12.09.2018 22:15 - 12.09.2018 22:30","505","500"
"12.09.2018 22:30 - 12.09.2018 22:45","498","499"
"12.09.2018 22:45 - 12.09.2018 23:00","487","491"
"12.09.2018 23:00 - 12.09.2018 23:15","477","484"
"12.09.2018 23:15 - 12.09.2018 23:30","472","473"
"12.09.2018 23:30 - 12.09.2018 23:45","462","463"
"12.09.2018 23:45 - 13.09.2018 00:00","453","458"
"13.09.2018 00:00 - 13.09.2018 00:15","446","450"
"13.09.2018 00:15 - 13.09.2018 00:30","427","444"
"13.09.2018 00:30 - 13.09.2018 00:45","420","445"
"13.09.2018 00:45 - 13.09.2018 01:00","415","438"
"13.09.2018 01:00 - 13.09.2018 01:15","410","433"
"13.09.2018 01:15 - 13.09.2018 01:30","405","427"
"13.09.2018 01:30 - 13.09.2018 01:45","403","426"
"13.09.2018 01:45 - 13.09.2018 02:00","400","423"
"13.09.2018 02:00 - 13.09.2018 02:15","398","419"
"13.09.2018 02:15 - 13.09.2018 02:30","401","419"
"13.09.2018 02:30 - 13.09.2018 02:45","400","415"
"13.09.2018 02:45 - 13.09.2018 03:00","399","415"
"13.09.2018 03:00 - 13.09.2018 03:15","398","415"
"13.09.2018 03:15 - 13.09.2018 03:30","399","416"
"13.09.2018 03:30 - 13.09.2018 03:45","398","418"
"13.09.2018 03:45 - 13.09.2018 04:00","396","411"
"13.09.2018 04:00 - 13.09.2018 04:15","397","413"
"13.09.2018 04:15 - 13.09.2018 04:30","400","418"
"13.09.2018 04:30 - 13.09.2018 04:45","401","417"
"13.09.2018 04:45 - 13.09.2018 05:00","403","420"
"13.09.2018 05:00 - 13.09.2018 05:15","406","424"
"13.09.2018 05:15 - 13.09.2018 05:30","420","433"
"13.09.2018 05:30 - 13.09.2018 05:45","429","435"
"13.09.2018 05:45 - 13.09.2018 06:00","437","442"
"13.09.2018 06:00 - 13.09.2018 06:15","448","460"
"13.09.2018 06:15 - 13.09.2018 06:30","458","473"
"13.09.2018 06:30 - 13.09.2018 06:45","464","483"
"13.09.2018 06:45 - 13.09.2018 07:00","480","496"
"13.09.2018 07:00 - 13.09.2018 07:15","491","503"
"13.09.2018 07:15 - 13.09.2018 07:30","511","522"
"13.09.2018 07:30 - 13.09.2018 07:45","525","530"
"13.09.2018 07:45 - 13.09.2018 08:00","535","533"
"13.09.2018 08:00 - 13.09.2018 08:15","544","543"
"13.09.2018 08:15 - 13.09.2018 08:30","555","561"
"13.09.2018 08:30 - 13.09.2018 08:45","566","575"
"13.09.2018 08:45 - 13.09.2018 09:00","571","580"
"13.09.2018 09:00 - 13.09.2018 09:15","574","586"
"13.09.2018 09:15 - 13.09.2018 09:30","575","594"
"13.09.2018 09:30 - 13.09.2018 09:45","585","604"
"13.09.2018 09:45 - 13.09.2018 10:00","588","602"
"13.09.2018 10:00 - 13.09.2018 10:15","593","611"
"13.09.2018 10:15 - 13.09.2018 10:30","591","616"
"13.09.2018 10:30 - 13.09.2018 10:45","593","619"
"13.09.2018 10:45 - 13.09.2018 11:00","594","617"
"13.09.2018 11:00 - 13.09.2018 11:15","594","619"
"13.09.2018 11:15 - 13.09.2018 11:30","592","625"
"13.09.2018 11:30 - 13.09.2018 11:45","597","626"
"13.09.2018 11:45 - 13.09.2018 12:00","605","635"
"13.09.2018 12:00 - 13.09.2018 12:15","608","615"
"13.09.2018 12:15 - 13.09.2018 12:30","600","600"
"13.09.2018 12:30 - 13.09.2018 12:45","591","610"
"13.09.2018 12:45 - 13.09.2018 13:00","584","608"
"13.09.2018 13:00 - 13.09.2018 13:15","580","612"
"13.09.2018 13:15 - 13.09.2018 13:30","581","618"
"13.09.2018 13:30 - 13.09.2018 13:45","578","610"
"13.09.2018 13:45 - 13.09.2018 14:00","576","604"
"13.09.2018 14:00 - 13.09.2018 14:15","572","601"
"13.09.2018 14:15 - 13.09.2018 14:30","571","603"
"13.09.2018 14:30 - 13.09.2018 14:45","570","609"
"13.09.2018 14:45 - 13.09.2018 15:00","571","602"
"13.09.2018 15:00 - 13.09.2018 15:15","569","602"
"13.09.2018 15:15 - 13.09.2018 15:30","564","601"
"13.09.2018 15:30 - 13.09.2018 15:45","556","598"
"13.09.2018 15:45 - 13.09.2018 16:00","553","594"
"13.09.2018 16:00 - 13.09.2018 16:15","553","592"
"13.09.2018 16:15 - 13.09.2018 16:30","555","589"
"13.09.2018 16:30 - 13.09.2018 16:45","558","587"
"13.09.2018 16:45 - 13.09.2018 17:00","557","582"
"13.09.2018 17:00 - 13.09.2018 17:15","556","579"
"13.09.2018 17:15 - 13.09.2018 17:30","549","574"
"13.09.2018 17:30 - 13.09.2018 17:45","551","570"
"13.09.2018 17:45 - 13.09.2018 18:00","556","575"
"13.09.2018 18:00 - 13.09.2018 18:15","562","577"
"13.09.2018 18:15 - 13.09.2018 18:30","560","582"
"13.09.2018 18:30 - 13.09.2018 18:45","563","582"
"13.09.2018 18:45 - 13.09.2018 19:00","566","586"
"13.09.2018 19:00 - 13.09.2018 19:15","570","586"
"13.09.2018 19:15 - 13.09.2018 19:30","566","585"
"13.09.2018 19:30 - 13.09.2018 19:45","565","584"
"13.09.2018 19:45 - 13.09.2018 20:00","562","579"
"13.09.2018 20:00 - 13.09.2018 20:15","558","576"
"13.09.2018 20:15 - 13.09.2018 20:30","553","575"
"13.09.2018 20:30 - 13.09.2018 20:45","548","568"
"13.09.2018 20:45 - 13.09.2018 21:00","543","557"
"13.09.2018 21:00 - 13.09.2018 21:15","535","548"
"13.09.2018 21:15 - 13.09.2018 21:30","523","538"
"13.09.2018 21:30 - 13.09.2018 21:45","516","526"
"13.09.2018 21:45 - 13.09.2018 22:00","506","516"
"13.09.2018 22:00 - 13.09.2018 22:15","496","502"
"13.09.2018 22:15 - 13.09.2018 22:30","494","503"
"13.09.2018 22:30 - 13.09.2018 22:45","489","500"
"13.09.2018 22:45 - 13.09.2018 23:00","478","492"
"13.09.2018 23:00 - 13.09.2018 23:15","469","483"
"13.09.2018 23:15 - 13.09.2018 23:30","457","471"
"13.09.2018 23:30 - 13.09.2018 23:45","450","463"
"13.09.2018 23:45 - 14.09.2018 00:00","442","459"
"14.09.2018 00:00 - 14.09.2018 00:15","433","450"
"14.09.2018 00:15 - 14.09.2018 00:30","440","440"
"14.09.2018 00:30 - 14.09.2018 00:45","433","432"
"14.09.2018 00:45 - 14.09.2018 01:00","427","424"
"14.09.2018 01:00 - 14.09.2018 01:15","421","420"
"14.09.2018 01:15 - 14.09.2018 01:30","415","421"
"14.09.2018 01:30 - 14.09.2018 01:45","410","410"
"14.09.2018 01:45 - 14.09.2018 02:00","409","408"
"14.09.2018 02:00 - 14.09.2018 02:15","407","410"
"14.09.2018 02:15 - 14.09.2018 02:30","407","410"
"14.09.2018 02:30 - 14.09.2018 02:45","407","411"
"14.09.2018 02:45 - 14.09.2018 03:00","406","410"
"14.09.2018 03:00 - 14.09.2018 03:15","403","416"
"14.09.2018 03:15 - 14.09.2018 03:30","408","414"
"14.09.2018 03:30 - 14.09.2018 03:45","409","411"
"14.09.2018 03:45 - 14.09.2018 04:00","406","412"
"14.09.2018 04:00 - 14.09.2018 04:15","407","414"
"14.09.2018 04:15 - 14.09.2018 04:30","411","418"
"14.09.2018 04:30 - 14.09.2018 04:45","413","421"
"14.09.2018 04:45 - 14.09.2018 05:00","416","424"
"14.09.2018 05:00 - 14.09.2018 05:15","419","426"
"14.09.2018 05:15 - 14.09.2018 05:30","429","434"
"14.09.2018 05:30 - 14.09.2018 05:45","435","443"
"14.09.2018 05:45 - 14.09.2018 06:00","443","444"
"14.09.2018 06:00 - 14.09.2018 06:15","453","458"
"14.09.2018 06:15 - 14.09.2018 06:30","463","472"
"14.09.2018 06:30 - 14.09.2018 06:45","466","483"
"14.09.2018 06:45 - 14.09.2018 07:00","480","496"
"14.09.2018 07:00 - 14.09.2018 07:15","495","512"
"14.09.2018 07:15 - 14.09.2018 07:30","517","530"
"14.09.2018 07:30 - 14.09.2018 07:45","531","538"
"14.09.2018 07:45 - 14.09.2018 08:00","543","543"
"14.09.2018 08:00 - 14.09.2018 08:15","552","551"
"14.09.2018 08:15 - 14.09.2018 08:30","562","558"
"14.09.2018 08:30 - 14.09.2018 08:45","569","566"
"14.09.2018 08:45 - 14.09.2018 09:00","576","571"
"14.09.2018 09:00 - 14.09.2018 09:15","577","579"
"14.09.2018 09:15 - 14.09.2018 09:30","587","583"
"14.09.2018 09:30 - 14.09.2018 09:45","586","590"
"14.09.2018 09:45 - 14.09.2018 10:00","592","598"
"14.09.2018 10:00 - 14.09.2018 10:15","596","606"
"14.09.2018 10:15 - 14.09.2018 10:30","592","604"
"14.09.2018 10:30 - 14.09.2018 10:45","592","603"
"14.09.2018 10:45 - 14.09.2018 11:00","591","603"
"14.09.2018 11:00 - 14.09.2018 11:15","591","594"
"14.09.2018 11:15 - 14.09.2018 11:30","585","592"
"14.09.2018 11:30 - 14.09.2018 11:45","587","587"
"14.09.2018 11:45 - 14.09.2018 12:00","595","586"
"14.09.2018 12:00 - 14.09.2018 12:15","598","593"
"14.09.2018 12:15 - 14.09.2018 12:30","592","588"
"14.09.2018 12:30 - 14.09.2018 12:45","586","585"
"14.09.2018 12:45 - 14.09.2018 13:00","579","587"
"14.09.2018 13:00 - 14.09.2018 13:15","575","582"
"14.09.2018 13:15 - 14.09.2018 13:30","562","576"
"14.09.2018 13:30 - 14.09.2018 13:45","560","577"
